Point,Date,Year,Y,X,GREG,WHIB,SWH,SDH,GBHE,GLIB,ROSP,WOST,Veg1,Veg2,Veg3,3 White Total,All Bird Total,Stage
899,2015-02-19,2015,26.89911397,-81.1042171,0,55,0,0,1,12,0,,,,,55,68,14.78
900,2015-02-19,2015,26.91853057,-81.08862542,5,85,0,0,0,25,0,,,,,90,115,14.78
901,2015-02-19,2015,26.96592528,-81.08061559,145,0,300,75,0,0,0,,,,,445,520,14.78
902,2015-02-19,2015,26.97787712,-81.07638532,36,0,16,0,0,0,0,,,,,52,52,14.78
903,2015-02-19,2015,26.98098145,-81.07253334,22,0,85,45,0,0,0,,,,,107,152,14.78
904,2015-02-19,2015,26.99020045,-81.06422469,9,0,145,45,0,1,0,,,,,154,200,14.78
905,2015-02-19,2015,27.075144,-80.93623236,45,775,0,95,0,0,0,,,,,820,915,14.78
906,2015-02-19,2015,27.07071173,-80.93605936,55,35,45,15,0,675,0,,,,,135,825,14.78
907,2015-02-19,2015,27.09248976,-80.91925406,55,325,20,0,0,165,0,,,,,400,565,14.78
908,2015-02-19,2015,27.10922515,-80.90915311,125,175,55,75,0,225,0,,,,,355,655,14.78
909,2015-02-19,2015,27.09376984,-80.83984206,35,0,15,50,0,55,0,,,,,50,155,14.78
910,2015-02-19,2015,27.09113893,-80.84017424,0,155,10,0,0,15,0,,,,,165,180,14.78
911,2015-03-12,2015,26.825969,-80.987998,11,165,0,0,0,0,0,,,,,176,176,14.65
912,2015-03-12,2015,26.831116,-80.990081,3,185,0,0,0,0,0,,,,,188,188,14.65
913,2015-03-12,2015,26.959569,-81.079606,29,27,40,0,0,0,0,,,,,96,96,14.65
914,2015-03-12,2015,27.036145,-80.978938,15,0,0,10,0,350,0,,,,,15,375,14.65
915,2015-03-12,2015,27.073795,-80.94302,55,475,0,25,0,350,0,,,,,530,905,14.65
916,2015-03-12,2015,27.098719,-80.918623,1,2,10,3,1,150,0,,,,,13,167,14.65
917,2015-04-02,2015,26.700553,-80.768177,65,0,25,40,2,20,0,,,,,80,152,13.94
918,2015-04-02,2015,26.704647,-80.780102,55,5,45,40,0,0,0,,,,,105,145,13.94
919,2015-04-02,2015,26.717511,-80.805713,30,0,95,0,0,0,0,,,,,125,125,13.94
920,2015-04-02,2015,26.718451,-80.810151,15,0,45,0,0,0,0,,,,,60,60,13.94
921,2015-04-02,2015,26.813253,-80.981366,47,0,5,0,0,0,0,,,,,52,52,13.94
922,2015-04-02,2015,26.824923,-80.978256,0,200,0,0,0,0,0,,,,,200,200,13.94
923,2015-04-02,2015,26.829443,-80.985045,0,240,0,0,0,0,0,,,,,240,240,13.94
924,2015-04-02,2015,26.826663,-80.973489,0,115,0,0,0,0,0,,,,,115,115,13.94
925,2015-04-02,2015,26.824514,-80.974468,0,165,0,0,0,0,0,,,,,165,165,13.94
926,2015-04-02,2015,26.819443,-80.997584,0,850,0,0,0,15,0,,,,,850,865,13.94
927,2015-04-02,2015,26.869904,-81.067806,3,60,0,0,0,0,0,,,,,63,63,13.94
928,2015-04-02,2015,26.861603,-81.034279,20,30,8,0,0,90,0,,,,,58,148,13.94
929,2015-04-02,2015,26.876793,-81.073116,25,55,15,10,2,0,0,,,,,95,107,13.94
930,2015-04-02,2015,26.886328,-81.07823,35,240,55,10,3,35,7,,,,,305,385,13.94
931,2015-04-02,2015,26.964806,-81.092538,65,35,45,5,0,0,0,,,,,145,150,13.94
932,2015-04-02,2015,27.06595,-80.934751,0,75,10,0,0,0,0,,,,,85,85,13.94
933,2015-04-02,2015,27.073334,-80.932972,15,425,0,0,0,0,0,,,,,440,440,13.94
934,2015-04-02,2015,27.077873,-80.937253,0,125,0,0,0,0,0,,,,,125,125,13.94
935,2015-04-02,2015,27.097772,-80.915413,0,450,0,0,0,0,0,,,,,450,450,13.94
936,2015-04-02,2015,27.110711,-80.902308,0,160,0,0,0,0,0,,,,,160,160,13.94
937,2015-04-16,2015,26.756307,-80.723506,55,0,70,0,4,0,0,,,,,95,129,13.67
938,2015-04-16,2015,26.706486,-80.79204,20,0,175,95,0,0,0,,,,,195,290,13.67
939,2015-04-16,2015,26.719419,-80.807471,6,0,70,0,0,0,0,,,,,76,76,13.67
940,2015-04-16,2015,26.868443,-80.956756,30,0,375,35,0,0,0,,,,,405,440,13.67
941,2015-04-16,2015,27.074566,-80.918187,0,45,0,0,0,17,0,,,,,45,62,13.67
942,2015-04-16,2015,27.077974,-80.912759,85,35,55,30,1,450,0,,,,,175,656,13.67
943,2015-04-16,2015,27.100021,-80.895605,0,625,0,0,0,575,0,,,,,625,1200,13.67
944,2015-04-30,2015,26.696349,-80.755906,24,0,72,0,0,0,0,,,,,96,96,13.76
945,2015-04-30,2015,26.70345,-80.787416,40,0,160,60,0,0,0,,,,,200,260,13.76
946,2015-04-30,2015,26.715643,-80.810513,30,0,145,25,0,0,0,,,,,175,200,13.76
947,2015-04-30,2015,26.717317,-80.80999,8,0,16,45,1,12,5,,,,,24,87,13.76
948,2015-04-30,2015,26.868971,-81.023455,9,0,0,5,0,25,42,,,,,9,81,13.76
949,2015-04-30,2015,26.948271,-81.075373,55,0,135,30,0,0,0,,,,,190,220,13.76
950,2015-04-30,2015,27.037759,-80.946615,29,8,12,5,0,0,8,,,,,49,62,13.76
951,2015-05-14,2015,26.699655,-80.762081,65,0,20,45,1,0,0,,,,,85,131,13.46
952,2015-05-14,2015,26.710797,-80.798554,28,0,54,15,0,0,0,,,,,82,97,13.46
953,2015-05-14,2015,26.836986,-81.023656,33,9,0,10,6,0,5,,,,,69,63,13.46
954,2015-05-14,2015,26.840139,-81.062118,20,125,10,0,0,0,0,,,,,19,155,13.46
955,2015-05-14,2015,26.840095,-81.064316,30,75,135,0,2,0,0,,,,,135,242,13.46
956,2015-05-14,2015,26.83807,-81.069591,30,55,40,12,0,0,25,,,,,210,162,13.46
957,2015-05-14,2015,26.840741,-81.072299,5,85,0,0,0,0,0,,,,,107,90,13.46
958,2015-05-14,2015,26.843492,-81.063276,25,45,25,0,0,0,0,,,,,95,95,13.46
959,2015-05-14,2015,26.845365,-81.082507,5,60,0,10,1,0,2,,,,,65,78,13.46
960,2015-05-14,2015,26.849856,-81.084627,15,145,95,0,0,0,2,,,,,255,257,13.46
961,2015-05-14,2015,26.855897,-81.088449,8,80,110,0,0,0,2,,,,,198,200,13.46
962,2015-05-14,2015,26.884898,-81.10434,11,22,8,10,0,0,6,,,,,41,57,13.46
963,2015-05-14,2015,26.907105,-81.06189,7,13,31,0,0,0,3,,,,,51,54,13.46
964,2015-05-14,2015,26.927906,-81.101857,215,400,300,55,3,65,75,,,,,915,1113,13.46
965,2015-05-14,2015,27.059134,-80.924315,22,10,15,0,3,0,15,,,,,57,65,13.46
966,2015-05-14,2015,27.073787,-80.911761,35,95,5,3,1,30,0,,,,,135,169,13.46
967,2015-05-27,2015,26.758325,-80.731299,25,6,145,15,2,0,0,,,,,176,193,12.88
968,2015-05-27,2015,26.703344,-80.73331,44,0,50,14,2,0,0,,,,,94,110,12.88
969,2015-05-27,2015,26.813379,-80.981824,35,75,55,20,0,5,10,,,,,165,200,12.88
970,2015-05-27,2015,26.836009,-81.01555,25,95,75,0,0,0,3,,,,,195,198,12.88
971,2015-05-27,2015,26.837608,-81.017886,75,325,95,0,0,25,25,,,,,495,545,12.88
972,2015-05-27,2015,26.837972,-81.019483,20,240,45,45,0,40,2,,,,,305,392,12.88
973,2015-05-27,2015,26.836783,-81.024166,65,345,145,55,0,0,31,,,,,555,641,12.88
974,2015-05-27,2015,26.835195,-81.027667,0,95,0,0,0,0,0,,,,,95,95,12.88
975,2015-05-27,2015,26.831043,-81.048236,15,95,2,0,0,0,0,,,,,112,112,12.88
976,2015-05-27,2015,26.852743,-81.084242,15,50,10,0,0,0,2,,,,,75,77,12.88
977,2015-05-27,2015,26.859306,-81.028742,9,65,40,10,0,0,0,,,,,114,124,12.88
978,2015-05-27,2015,27.031795,-80.97134,0,95,0,0,0,0,0,,,,,95,95,12.88
979,2015-05-27,2015,27.035677,-80.972026,23,145,25,0,0,0,0,,,,,193,193,12.88
980,2015-05-27,2015,27.045258,-80.942162,7,75,20,0,0,0,2,,,,,102,104,12.88
981,2015-05-27,2015,27.051082,-80.946429,0,85,0,0,0,65,0,,,,,85,150,12.88
982,2015-05-27,2015,27.05201,-80.942298,8,165,4,0,0,0,0,,,,,177,177,12.88
983,2015-05-27,2015,27.052511,-80.931904,30,285,25,0,0,0,0,,,,,340,340,12.88
984,2015-05-27,2015,27.049275,-80.922885,12,400,15,75,0,0,4,,,,,427,506,12.88
985,2015-05-27,2015,27.068315,-80.916702,220,285,350,0,0,150,0,,,,,855,1005,12.88
986,2015-05-27,2015,27.081486,-80.908066,1,202,0,0,0,0,0,,,,,203,203,12.88
987,2015-05-27,2015,27.081765,-80.914134,12,4,0,0,0,0,0,,,,,16,16,12.88
988,2015-05-27,2015,27.091646,-80.831446,4,0,15,0,0,0,75,,,,,19,94,12.88
989,2015-05-27,2015,27.097102,-80.826372,4,17,3,0,0,30,55,,,,,24,109,12.88
990,2015-05-27,2015,27.103919,-80.8271,12,0,13,0,0,0,13,,,,,25,38,12.88
991,2015-06-11,2015,26.758953,-80.729582,0,10,192,25,0,0,0,,,,,202,227,12.54
992,2015-06-11,2015,26.708129,-80.829069,60,0,85,17,0,0,0,,,,,145,162,12.54
993,2015-06-11,2015,26.780963,-80.940087,40,19,15,0,1,0,2,,,,,74,77,12.54
994,2015-06-11,2015,26.783563,-80.942574,35,40,55,0,0,0,25,,,,,130,155,12.54
995,2015-06-11,2015,26.786197,-80.947447,55,110,20,0,5,0,30,,,,,185,220,12.54
996,2015-06-11,2015,26.986884,-81.076058,135,55,255,75,2,75,0,,,,,445,522,12.54
997,2015-06-11,2015,27.072817,-80.913857,45,25,45,0,0,0,0,,,,,115,115,12.54
998,2015-06-11,2015,27.07742,-80.907198,4,35,105,15,0,0,0,,,,,144,159,12.54
999,2015-06-11,2015,27.073294,-80.904466,19,6,45,0,1,0,2,,,,,70,73,12.54
1000,2015-06-11,2015,27.082778,-80.89431,118,25,45,0,10,0,75,,,,,188,273,12.54
1001,2015-06-11,2015,27.080511,-80.896273,85,24,65,0,0,0,10,,,,,174,184,12.54
1002,2015-06-11,2015,27.092137,-80.883344,5,0,25,0,8,0,95,,,,,30,133,12.54
1003,2015-06-11,2015,27.087102,-80.892538,35,0,30,0,0,0,0,,,,,65,65,12.54
1004,2015-06-11,2015,27.097368,-80.8726,0,20,52,12,0,0,0,,,,,72,84,12.54
1005,2015-06-11,2015,27.091891,-80.864756,14,5,33,0,0,0,0,,,,,52,52,12.54
1006,2015-12-14,2016,26.704088,-80.786942,45,0,475,80,0,0,0,0,,,,520,600,14.76
1007,2015-12-14,2016,26.891812,-80.980834,15,0,55,5,0,1,0,0,,,,70,76,14.76
1008,2015-12-14,2016,27.064147,-80.952185,55,195,10,5,1,10,0,0,,,,260,276,14.76
1009,2015-12-14,2016,27.069634,-80.95349,110,525,0,0,1,15,0,0,,,,635,651,14.76
1010,2015-12-14,2016,27.084004,-80.93536,27,485,12,5,0,0,0,0,,,,524,529,14.76
1011,2016-05-26,2016,27.053767,-80.959553,11,42,6,0,1,12,12,0,,,,59,84,14.38
1012,2016-05-26,2016,27.059961,-80.951782,8,52,8,0,,15,0,0,,,,68,83,14.38
1013,2016-05-26,2016,27.063738,-80.953536,,125,3,,,,0,0,,,,128,128,14.38
1014,2016-05-05,2016,26.70804,-80.81101,22,0,38,0,0,0,0,0,,,,60,60,14.1
1015,2016-05-05,2016,26.708016,-80.818186,26,0,52,5,1,0,0,0,,,,78,84,14.1
1016,2016-05-05,2016,26.774567,-80.930194,48,0,105,0,1,0,0,0,,,,153,154,14.1
1017,2016-05-05,2016,26.824763,-80.988002,0,55,0,0,0,0,0,0,,,,55,55,14.1
1018,2016-05-05,2016,26.825435,-81.052807,0,195,0,0,0,0,0,0,,,,195,195,14.1
1019,2016-05-05,2016,26.842226,-80.981936,1,81,0,0,0,0,0,0,,,,82,82,14.1
1020,2016-05-05,2016,26.834075,-80.97954,0,125,0,0,0,60,0,0,,,,125,185,14.1
1021,2016-05-05,2016,26.943372,-81.088137,60,0,140,0,0,0,0,0,,,,200,200,14.1
1022,2016-05-05,2016,26.950872,-81.082051,55,5,160,15,0,0,0,0,,,,220,235,14.1
1023,2016-05-05,2016,26.960657,-81.056628,7,0,145,0,0,0,0,0,,,,152,152,14.1
1024,2016-05-05,2016,27.030904,-80.974368,42,0,11,0,0,0,0,0,,,,53,53,14.1
1025,2016-05-05,2016,27.059199,-80.962301,7,30,15,5,0,0,0,0,,,,52,57,14.1
1026,2016-05-05,2016,27.079434,-80.946891,0,1,27,0,5,5,16,5,,,,28,59,14.1
1027,2016-05-05,2016,27.077569,-80.93488,47,45,50,0,1,15,0,0,,,,142,158,14.1
1028,2016-05-05,2016,27.07057,-80.939359,18,95,15,0,0,20,0,0,,,,128,148,14.1
1029,2016-05-05,2016,27.092509,-80.928261,30,180,35,4,0,0,0,0,,,,245,249,14.1
1030,2016-05-05,2016,27.18514,-80.837225,4,36,7,3,0,5,3,0,,,,47,58,14.1
1031,2016-05-12,2016,26.717888,-80.806097,7,6,15,0,0,25,7,0,,,,28,60,13.85
1032,2016-05-12,2016,26.824328,-80.987776,1,120,0,0,0,0,0,0,,,,121,121,13.85
1033,2016-05-12,2016,26.832138,-81.027164,51,0,0,0,0,0,0,2,,,,51,53,13.85
1034,2016-05-12,2016,26.840044,-81.066965,17,52,0,0,0,0,0,0,,,,69,69,13.85
1035,2016-05-12,2016,26.837817,-81.067497,12,165,10,0,0,0,0,0,,,,187,187,13.85
1036,2016-05-12,2016,26.837068,-81.065226,6,85,3,0,0,0,0,0,,,,94,94,13.85
1037,2016-05-12,2016,26.832527,-81.064476,1,235,0,0,0,0,0,0,,,,236,236,13.85
1038,2016-05-12,2016,26.853939,-81.005465,44,21,7,0,2,6,15,0,,,,72,95,13.85
1039,2016-05-12,2016,26.841354,-80.995919,0,185,0,0,0,30,0,0,,,,185,215,13.85
1040,2016-05-12,2016,27.061549,-80.958527,62,49,0,0,0,6,1,0,,,,111,118,13.85
1041,2016-05-12,2016,27.058702,-80.962768,2,5,21,5,1,25,0,0,,,,28,59,13.85
1042,2016-05-12,2016,27.070486,-80.960416,61,9,45,0,2,0,6,21,,,,115,144,13.85
1043,2016-05-12,2016,27.094002,-80.934082,10,35,25,0,3,3,1,7,,,,70,84,13.85
1044,2016-05-12,2016,27.094647,-80.929157,6,16,29,0,0,2,0,0,,,,51,53,13.85
1045,2016-05-12,2016,27.097385,-80.926904,3,29,15,0,0,0,0,0,,,,47,47,13.85
1046,2016-05-12,2016,27.100266,-80.913298,10,85,0,0,0,0,0,0,,,,95,95,13.85
1047,2016-05-12,2016,27.104419,-80.904079,2,62,0,0,0,0,0,0,,,,64,64,13.85
1048,2016-04-28,2016,26.717727,-80.807998,180,0,160,0,6,60,0,0,,,,340,406,14.28
1049,2016-04-28,2016,26.715306,-80.809349,50,0,150,50,0,0,0,0,,,,200,250,14.28
1050,2016-04-28,2016,26.772691,-80.927728,0,0,145,4,0,0,0,0,,,,145,149,14.28
1051,2016-04-28,2016,26.843057,-81.081548,0,180,0,0,0,0,0,0,,,,180,180,14.28
1052,2016-04-28,2016,26.949119,-81.082994,125,0,195,40,0,0,0,0,,,,320,360,14.28
1053,2016-04-28,2016,27.055772,-80.960451,29,35,25,10,2,20,1,0,,,,89,122,14.28
1054,2016-04-28,2016,27.066271,-80.964271,62,175,45,0,3,50,2,1,,,,282,338,14.28
1055,2016-04-28,2016,27.084951,-80.93337,12,75,0,0,0,0,0,0,,,,87,87,14.28
1056,2016-03-30,2016,26.743572,-80.72137,165,0,275,95,,,0,,,,,440,535,15.08
1057,2016-03-30,2016,26.712554,-80.804563,105,0,315,75,,,0,,,,,420,495,15.08
1058,2016-03-30,2016,26.758511,-80.892118,60,45,120,30,,,0,,,,,225,255,15.08
1059,2016-03-30,2016,26.832495,-80.985148,9,125,0,5,,,3,,,,,134,142,15.08
1060,2016-03-30,2016,26.956686,-81.058877,85,,15,30,,40,0,,,,,100,170,15.08
1061,2016-03-17,2016,26.825201,-81.056073,14,0,39,4,8,,0,,,,,53,65,15.32
1062,2016-03-17,2016,26.868201,-81.090456,4,70,,,,,0,,,,,74,74,15.32
1063,2016-03-17,2016,26.958165,-81.061261,16,0,95,,2,,0,,,,,111,113,15.32
1064,2016-03-17,2016,27.080963,-80.945464,19,170,0,,2,25,0,,,,,189,216,15.32
1065,2016-03-17,2016,27.09567,-80.927353,4,210,,12,,20,0,,,,,214,246,15.32
1066,2016-03-17,2016,27.094586,-80.925895,2,115,,,,,0,,,,,117,117,15.32
1067,2016-03-17,2016,27.098125,-80.920736,,185,,,,10,0,,,,,185,195,15.32
1068,2016-02-04,2016,27.061421,-80.966271,35,15,,30,,,0,,,,,50,80,16.22
1069,2016-03-03,2016,26.723994,-80.809989,240,30,250,152,,,0,,,,,520,672,15.83
1070,2016-03-03,2016,26.80833,-80.950723,27,0,6,65,,,0,,,,,33,98,15.83
1071,2016-03-03,2016,26.836199,-80.982845,12,39,0,,,,0,,,,,51,51,15.83
1072,2016-03-03,2016,27.08718,-80.928394,0,135,0,,,,0,,,,,135,135,15.83
1073,2016-01-21,2016,26.851305,-81.083001,18,46,2,,,,0,,,,,66,66,15.1
1074,2016-01-21,2016,27.058826,-80.964257,9,37,4,,,3,0,,,,,50,53,15.1
1075,2016-01-21,2016,27.066507,-80.951653,65,75,4,,1,,0,,,,,144,145,15.1
1076,2016-01-21,2016,27.097312,-80.927153,23,52,9,1,1,2,0,,,,,84,88,15.1
1077,2016-02-23,2016,,,0,0,0,0,0,0,0,,,,,0,0,16.08
1078,2016-06-09,2016,26.763734,-80.907266,9,0,68,0,0,0,0,77,,,,77,154,14.4
1079,2016-06-09,2016,26.956054,-81.049651,14,0,220,55,0,0,0,289,,,,234,578,14.4
1080,2016-12-07,2017,26.75112504,-80.7095559,0,0,110,75,0,0,0,0,Lily,,,110,185,14.69
1081,2016-12-07,2017,26.70589288,-80.78250484,9,0,350,55,0,0,0,0,Lily,,,359,414,14.69
1082,2016-12-07,2017,26.76243428,-80.91835158,0,5,95,0,0,0,0,0,Grasses,,,100,100,14.69
1083,2016-12-07,2017,26.77281328,-80.92291438,1,0,94,65,0,0,0,0,Lily,,,95,160,14.69
1084,2016-12-07,2017,26.84645107,-81.07509299,0,49,0,0,1,0,0,0,Spikerush,Open Water,Pickerelweed,49,50,14.69
1085,2016-12-07,2017,26.95950875,-81.04627258,9,2,80,0,0,0,0,0,Lily,,,91,91,14.69
1086,2016-12-07,2017,26.9582237,-81.05121798,7,0,360,10,0,20,0,0,,,,367,397,14.69
1087,2016-12-07,2017,27.05565843,-80.95818488,0,0,0,0,0,250,0,0,Spikerush,Torpedo Grass,Treated Torpedo Grass,0,250,14.69
1088,2016-12-07,2017,27.06047393,-80.95587215,0,23,0,0,1,200,0,0,Spikerush,Torpedo Grass,,23,224,14.69
1089,2016-12-07,2017,27.06165648,-80.95182445,1,48,0,0,1,20,0,0,Open Water,Spikerush,Torpedo Grass,49,70,14.69
1090,2016-12-07,2017,27.08055768,-80.94335065,21,325,5,0,1,0,0,0,Open Water,Torpedo Grass,Sagitaria(duck potato),351,352,14.69
1091,2016-12-07,2017,27.09279707,-80.92781417,0,44,0,3,0,16,0,0,Open Water,Spikerush,,44,63,14.69
1092,2016-12-07,2017,27.09602426,-80.92219637,8,74,0,1,0,0,0,0,Spikerush,Open Water,,82,83,14.69
1093,2017-12-22,2017,26.68820917,-80.74547056,52,2,71,40,0,0,0,0,Open Water,Alligator Flag,Lily,125,165,14.48
1094,2017-12-22,2017,26.70463088,-80.77979584,80,2,230,45,1,0,0,0,Lily,Open Water,Cattail,312,358,14.48
1095,2017-12-22,2017,26.7013283,-80.81203791,57,1,14,85,1,0,0,0,,Open Water,Alligator Flag,72,158,14.48
1096,2017-12-22,2017,26.77392547,-80.92541676,0,0,180,45,1,0,0,0,Lily,,,180,226,14.48
1097,2017-12-22,2017,26.7763716,-80.9339475,11,0,35,55,0,0,0,0,Open Water,,,46,101,14.48
1098,2017-12-22,2017,26.8944878,-80.99571006,29,0,34,5,0,0,0,0,,Open Water,,63,68,14.48
1099,2017-12-22,2017,26.95615087,-81.0588114,275,25,295,25,0,0,0,0,,Lily,,595,620,14.48
1100,2017-12-22,2017,26.96391377,-81.04699953,95,40,775,300,0,0,0,0,,Lily,,910,1210,14.48
1101,2017-12-22,2017,27.05553986,-80.95924987,0,35,0,0,0,200,0,0,Open Water,Torpedo Grass,,35,235,14.48
1102,2017-12-22,2017,27.06340864,-80.94801142,0,350,0,0,0,75,0,0,Open Water,Torpedo Grass,,350,425,14.48
1103,2017-12-22,2017,27.06241141,-80.94168679,2,115,0,10,0,0,0,0,Open Water,Spikerush,,117,127,14.48
1104,2017-12-22,2017,27.07476871,-80.94463051,49,390,5,0,1,35,0,0,Spikerush,,,444,480,14.48
1105,2017-12-22,2017,27.08028786,-80.94820948,6,220,5,3,1,0,0,0,Open Water,Torpedo Grass,,231,235,14.48
1106,2017-12-22,2017,27.07057536,-80.93534161,30,175,3,0,0,10,0,0,Spikerush,Open Water,,208,218,14.48
1107,2017-12-22,2017,27.07858079,-80.9273864,0,3,0,0,0,235,0,0,Open Water,Torpedo Grass,Spikerush,3,238,14.48
1108,2017-12-22,2017,27.09695286,-80.91721486,40,335,0,30,0,310,0,0,Spikerush,Open Water,,375,715,14.48
1109,2017-12-22,2017,27.09698355,-80.83278171,0,315,0,0,0,55,0,0,Open Water,,,315,370,14.48
1110,2017-01-12,2017,26.86616877,-81.06909136,3,49,0,0,0,0,0,0,Spikerush,,,52,52,14.07
1111,2017-01-12,2017,26.86363048,-81.03778013,55,10,0,0,8,15,0,0,Open Water,Spikerush,Lily,65,88,14.07
1112,2017-01-12,2017,26.8571289,-80.95859976,23,0,39,0,0,2,0,0,,,,62,64,14.07
1113,2017-01-12,2017,26.93411797,-80.99220687,3,0,45,5,2,10,0,0,Lily,Cattail,,48,65,14.07
1114,2017-01-12,2017,26.9578208,-81.04942015,0,0,65,0,0,30,0,0,Lily,,,65,95,14.07
1115,2017-01-12,2017,27.03435463,-80.98804229,20,80,11,5,0,0,1,0,Open Water,Lily,Cattail,111,117,14.07
1116,2017-01-12,2017,27.03747456,-80.9752334,2,115,4,25,1,182,0,0,Open Water,Spikerush,,121,329,14.07
1117,2017-01-12,2017,27.04591563,-80.9473859,6,10,39,0,0,30,0,0,Lily,Cattail,,55,85,14.07
1118,2017-01-12,2017,27.0811403,-80.94824725,21,36,18,9,1,0,0,17,Open Water,Grasses,Lily,75,102,14.07
1119,2017-01-12,2017,27.07850017,-80.93444856,0,255,0,0,0,0,0,0,Spikerush,,,255,255,14.07
1120,2017-01-12,2017,27.08056189,-80.92625053,17,435,0,15,0,65,0,0,Spikerush,Open Water,,452,532,14.07
1121,2017-01-12,2017,27.09905522,-80.91544785,0,415,0,0,0,25,0,0,Open Water,Spikerush,,415,440,14.07
1122,2017-01-12,2017,27.10484153,-80.90823641,0,950,0,0,0,0,0,0,Torpedo Grass,Spikerush,,950,950,14.07
1123,2017-01-12,2017,27.09363579,-80.83750995,0,175,0,0,0,20,0,0,Open Water,,,175,195,14.07
1124,2017-01-12,2017,27.09676126,-80.8331649,0,295,0,0,0,0,0,0,,,,295,295,14.07
1125,2017-01-12,2017,27.10048741,-80.83488596,0,85,0,0,0,0,0,0,,,,85,85,14.07
1126,2017-01-12,2017,27.0990832,-80.82894311,2,155,0,0,0,0,0,0,,,,157,157,14.07
1127,2017-01-19,2017,26.71026245,-80.77146085,2,0,52,0,0,0,0,0,Lily,,,54,54,13.98
1128,2017-01-19,2017,26.71292877,-80.77409095,2,0,52,1,0,0,0,0,Lily,,,54,55,13.98
1129,2017-01-19,2017,26.71767627,-80.81208282,1,0,60,3,0,0,0,0,Lily,Cattail,,61,64,13.98
1130,2017-01-19,2017,26.77382348,-80.92624619,0,0,225,35,1,0,0,0,Lily,,,225,261,13.98
1131,2017-01-19,2017,26.85721418,-80.9580228,7,8,38,2,0,3,0,0,,,,53,58,13.98
1132,2017-01-19,2017,26.88980767,-81.07587829,1,8,23,5,1,125,0,0,Lily,Pickerelweed,,32,163,13.98
1133,2017-01-19,2017,26.88803415,-81.08026604,8,80,0,0,0,0,0,0,Lily,,,88,88,13.98
1134,2017-01-19,2017,26.96079653,-81.04552082,1,0,70,3,0,0,0,0,Lily,,,71,74,13.98
1135,2017-01-19,2017,26.96081395,-81.05219984,1,0,15,16,0,40,0,0,Open Water,,,16,72,13.98
1136,2017-01-19,2017,26.94636853,-81.0807348,45,5,215,2,1,7,0,0,Open Water,,,265,275,13.98
1137,2017-01-19,2017,27.02893342,-80.98105773,0,0,2,25,1,125,0,0,Open Water,Treated Torpedo Grass,,2,153,13.98
1138,2017-01-19,2017,27.03167593,-80.9811445,2,0,4,10,0,55,0,0,Treated Torpedo Grass,Lily,Open Water,6,71,13.98
1139,2017-01-19,2017,27.04615134,-80.96325671,1,51,0,0,0,1,0,0,Open Water,Torpedo Grass,Cattail,52,53,13.98
1140,2017-01-19,2017,27.06175888,-80.95726609,15,135,30,5,1,55,0,0,Lily,Torpedo Grass,,180,241,13.98
1141,2017-01-19,2017,27.06991449,-80.93622701,1,750,0,0,0,0,0,0,Spikerush,,,751,751,13.98
1142,2017-01-19,2017,27.07869675,-80.9354386,0,245,0,0,0,0,0,0,Spikerush,,,245,245,13.98
1143,2017-01-19,2017,27.09458873,-80.91117167,30,165,0,0,0,75,0,0,,Spikerush,Torpedo Grass,195,270,13.98
1144,2017-01-19,2017,27.09778022,-80.84199676,21,190,85,15,0,20,7,0,Open Water,,,296,338,13.98
1145,2017-01-19,2017,27.0953315,-80.83275931,0,55,0,0,0,35,0,0,Spikerush,,,55,90,13.98
1146,2017-02-01,2017,26.73520954,-80.72062698,20,35,30,10,0,0,0,0,,,,85,95,13.85
1147,2017-02-01,2017,26.71960459,-80.81457912,1,8,44,2,0,0,0,0,Lily,,,53,55,13.85
1148,2017-02-01,2017,26.75017524,-80.88245918,0,0,65,0,0,0,0,0,Lily,,,65,65,13.85
1149,2017-02-01,2017,26.77374012,-80.92429454,0,0,90,2,0,0,0,0,Lily,,,90,92,13.85
1150,2017-02-01,2017,26.84810544,-81.03621752,60,35,25,0,6,135,0,0,Open Water,Spikerush,,120,261,13.85
1151,2017-02-01,2017,26.84528466,-81.03991385,17,24,5,9,0,0,0,0,Spikerush,Open Water,,46,55,13.85
1152,2017-02-01,2017,26.86320568,-81.03768049,205,195,35,55,15,95,8,1,Open Water,Spikerush,,435,609,13.85
1153,2017-02-01,2017,26.85036317,-81.05936843,5,77,0,0,1,0,0,0,Spikerush,Open Water,,82,83,13.85
1154,2017-02-01,2017,26.86473292,-81.06947323,21,140,0,0,0,0,0,0,Lily,Open Water,Spikerush,161,161,13.85
1155,2017-02-01,2017,26.87796287,-81.05966934,46,65,0,5,3,0,0,2,Lily,Spikerush,,111,121,13.85
1156,2017-02-01,2017,26.88663744,-81.05649955,2,60,0,0,0,20,0,0,Open Water,,Sagitaria(duck potato),62,82,13.85
1157,2017-02-01,2017,26.88578609,-81.06152572,0,80,0,0,0,0,0,0,,,,80,80,13.85
1158,2017-02-01,2017,26.88316316,-81.06781618,2,75,0,0,0,0,0,0,Spikerush,Open Water,,77,77,13.85
1159,2017-02-01,2017,26.86048613,-80.96212805,5,12,33,5,0,0,0,0,Lily,,,50,55,13.85
1160,2017-02-01,2017,27.00649087,-81.03155295,3,41,0,4,0,17,0,0,Open Water,Lily,Cattail,44,65,13.85
